PCF ID,Hierarchy ID,Name,Metrics available?
10779,8.1.3.2,Measure cost drivers,N
10780,8.1.3.3,Determine critical activities,N
10781,8.1.3.4,Manage asset resource deployment and utilization,N
10741,8.1.4,Evaluate and manage financial performance,Y
10782,8.1.4.1,Assess customer and product profitability,N
10783,8.1.4.2,Evaluate new products,N
10784,8.1.4.3,Perform life cycle costing,N
10785,8.1.4.4,Optimize customer and product mix,N
10786,8.1.4.5,Track performance of new customer and product strategies,N
10787,8.1.4.6,Prepare activity-based performance measures,N
10788,8.1.4.7,Manage continuous cost improvement,N
10729,8.2,Perform revenue accounting,Y
10742,8.2.1,Process customer credit,Y
10789,8.2.1.1,Establish credit policies,Y
10790,8.2.1.2,Analyze/Approve new account applications,Y
10791,8.2.1.3,Review existing accounts,Y
10792,8.2.1.4,Produce credit/collection reports,Y
10793,8.2.1.5,Reinstate or suspend accounts based on credit policies,N
10743,8.2.2,Invoice customer,Y
10794,8.2.2.1,Maintain customer/product master files,Y
10795,8.2.2.2,Generate customer billing data,Y
10796,8.2.2.3,Transmit billing data to customers,Y
10797,8.2.2.4,Post receivable entries,Y
10798,8.2.2.5,Resolve customer billing inquiries,Y
13632,8.2.3,Collect and mediate External Data Representation (xDR's),N
13638,8.2.3.1,Collect invoice relevant data,N
13639,8.2.3.2,Pre-process collected data,N
13633,8.2.4,Apply rating and discounts,N
13640,8.2.4.1,Assess individual call detail records (CDR's),N
13641,8.2.4.2,Apply rates and discounts as applicable to customers and to customer specific conditions,N
13642,8.2.4.3,Apply discounting rules and tariffs,N
13634,8.2.5,Produce and distribute invoices,N
13643,8.2.5.1,Format invoices,N
13644,8.2.5.2,Apply invoice layouts and customization according to customer specific requests,N
13645,8.2.5.3,Produce and distribute invoices,N
13646,8.2.5.4,Transfer to accounts receivable,N
13635,8.2.6,Collect payments,N
13647,8.2.6.1,Check customer accounts,N
13648,8.2.6.2,Transfer overdue payments to Dunning,N
13636,8.2.7,Trigger dunning,N
13649,8.2.7.1,Send reminder invoices,N
13650,8.2.7.2,Notify network services in order to deactivate service for customers with overdue periods,N
13637,8.2.8,Generate invoices for interconnection and roaming,N
13651,8.2.8.1,Identify interconnection and roaming charges,N
13652,8.2.8.2,Issue interconnection and roaming invoices,N
10744,8.2.9,Process accounts receivable (AR),Y
10799,8.2.9.1,Establish AR policies,N
10800,8.2.9.2,Receive/Deposit customer payments,N
10801,8.2.9.3,Apply cash remittances,N
10802,8.2.9.4,Prepare AR reports,N
10803,8.2.9.5,Post AR activity to the general ledger,N
10745,8.2.10,Manage and process collections,Y
10804,8.2.10.1,Establish policies for delinquent accounts,N
10805,8.2.10.2,Analyze delinquent account balances,N
10806,8.2.10.3,Correspond/Negotiate with delinquent accounts,N
10807,8.2.10.4,Discuss account resolution with internal parties,N
10808,8.2.10.5,Process adjustments/write-off balances,Y
10746,8.2.11,Manage and process adjustments/deductions,Y
10809,8.2.11.1,Establish policies/procedures for adjustments,N
10810,8.2.11.2,Analyze adjustments,N
10811,8.2.11.3,Correspond/Negotiate with customer,N
10812,8.2.11.4,Discuss resolution with internal parties,N
10813,8.2.11.5,Prepare chargeback invoices,N
10814,8.2.11.6,Process related entries,N
10730,8.3,Perform general accounting and reporting,Y
10747,8.3.1,Manage policies and procedures,Y
10815,8.3.1.1,Negotiate service level agreements,N
10816,8.3.1.2,Establish accounting policies,N
10817,8.3.1.3,Set and enforce approval limits,N
10818,8.3.1.4,Establish common financial systems,N
10748,8.3.2,Perform general accounting,Y
10819,8.3.2.1,Maintain chart of accounts,N
10820,8.3.2.2,Process journal entries,N
10821,8.3.2.3,Process allocations,N
10822,8.3.2.4,"Process period end adjustments (e.g., accruals, currency conversions, etc.)",N
10823,8.3.2.5,Post and reconcile intercompany transactions,N
10824,8.3.2.6,Reconcile GL accounts,N
10825,8.3.2.7,Perform consolidations and process eliminations,N
10826,8.3.2.8,Prepare trial balance,N
10827,8.3.2.9,Prepare and post management adjustments,N
10749,8.3.3,Perform fixed asset accounting,Y
10828,8.3.3.1,Establish fixed asset policies and procedures,N
10829,8.3.3.2,Maintain fixed asset master data files,N
10830,8.3.3.3,Process and record fixed asset additions and retires,N
10831,8.3.3.4,"Process and record fixed asset adjustments, enhancements, revaluations, and transfers",N
10832,8.3.3.5,Process and record fixed asset maintenance and repair expenses,N
10833,8.3.3.5,Calculate and record depreciation expense,N
10834,8.3.3.6,Reconcile fixed asset ledger,N
10835,8.3.3.7,Track fixed assets including physical inventory,N
10836,8.3.3.8,"Provide fixed asset data to support tax, statutory, and regulatory reporting",N
10750,8.3.4,Perform financial reporting,Y
10837,8.3.4.1,Prepare business unit financial statements,N
10838,8.3.4.2,Prepare consolidated financial statements,N
10839,8.3.4.3,Perform business unit reporting/review management reports,N
10840,8.3.4.4,Perform consolidated reporting/review of cost management reports,N
10841,8.3.4.5,Prepare statements for board review,N
10842,8.3.4.6,Produce quarterly/annual filings and shareholder reports,N
10843,8.3.4.7,Produce regulatory reports,N
10731,8.4,Manage fixed asset project accounting,Y
10751,8.4.1,Perform capital planning and project approval,Y
10844,8.4.1.1,Develop capital investment policies and procedures,N
10845,8.4.1.2,Develop and approve capital expenditure plans and budgets,N
10846,8.4.1.3,Review and approve capital projects and fixed asset acquisitions,N
10847,8.4.1.4,Conduct financial justification for project approval,N
10752,8.4.2,Perform capital project accounting,Y
10848,8.4.2.1,Create project account codes,N
10849,8.4.2.2,Record project-related transactions,N
10850,8.4.2.3,Monitor and track capital projects and budget spending,N
10851,8.4.2.4,Close/Capitalize projects,N
10852,8.4.2.5,Measure financial returns on completed capital projects,N
13653,8.4.3,Dispose asset,N
13654,8.4.4,Setup new asset details on asset register,N
13655,8.4.5,Maintain fixed assets register,N
13656,8.4.6,Purchase assets,N
13657,8.4.7,Manage asset transfer,N
13658,8.4.8,Manage asset under construction,N
13659,8.4.9,Depreciate asset,N
13660,8.4.10,Manage fixed asset reporting,N
13661,8.4.11,Manage asset scrapping,N
10732,8.5,Process payroll,Y
10753,8.5.1,Report time,Y
10853,8.5.1.1,Establish policies and procedures,N
10854,8.5.1.2,Collect and record employee time worked,N
10855,8.5.1.3,Analyze and report paid and unpaid leave,N
10856,8.5.1.4,"Monitor regular, overtime, and other hours",N
10857,8.5.1.5,Analyze and report employee utilization,N
10754,8.5.2,Manage pay,Y
10858,8.5.2.1,Enter employee time worked into payroll system,N
10859,8.5.2.2,Maintain and administer employee earnings information,N
10860,8.5.2.3,Maintain and administer applicable deductions,N
10861,8.5.2.4,Monitor changes in tax status of employees,N
10862,8.5.2.5,Process and distribute payments,N
10863,8.5.2.6,Process and distribute manual checks,N
10864,8.5.2.7,Process period end adjustments,N
10865,8.5.2.8,Respond to employee payroll inquiries,N
10755,8.5.3,Process payroll taxes,Y
10866,8.5.3.1,Calculate and pay applicable payroll taxes,N
10867,8.5.3.2,Produce and distribute employee annual tax statements,N
10868,8.5.3.3,File regulatory payroll tax forms,N
10733,8.6,Process accounts payable and expense reimbursements,Y
10756,8.6.1,Process accounts payable (AP),Y
10869,8.6.1.1,Verify AP pay file with PO vendor master file,Y
10870,8.6.1.2,Maintain/Manage electronic commerce,Y
10871,8.6.1.3,Audit invoices and key data in AP system,Y
10872,8.6.1.4,Approve payments,Y
10873,8.6.1.5,Process financial accruals and reversals,Y
10874,8.6.1.6,Process taxes,Y
10875,8.6.1.7,Research/Resolve exceptions,Y
10876,8.6.1.8,Process payments,Y
10877,8.6.1.9,Respond to AP inquiries,Y
10878,8.6.1.10,Retain records,Y
10879,8.6.1.11,Adjust accounting records,Y
10757,8.6.2,Process expense reimbursements,Y
10880,8.6.2.1,Establish and communicate expense reimbursement policies and approval limits,Y
10881,8.6.2.2,Capture and report relevant tax data,Y
10882,8.6.2.3,Approve reimbursements and advances,Y
10883,8.6.2.4,Process reimbursements and advances,Y
10884,8.6.2.5,Manage personal accounts,Y
10734,8.7,Manage treasury operations,Y
10758,8.7.1,Manage treasury policies and procedures,N
10885,8.7.1.1,Establish scope and governance of treasury operations,N
10886,8.7.1.2,Establish and publish treasury policies,N
10887,8.7.1.3,Develop treasury procedures,N
10888,8.7.1.4,Monitor treasury procedures,N
10889,8.7.1.5,Audit treasury procedures,N
10890,8.7.1.6,Revise treasury procedures,N
10891,8.7.1.7,Develop and confirm internal controls for treasury,N
10892,8.7.1.8,Define system security requirements,N
10759,8.7.2,Manage cash,Y
10893,8.7.2.1,Manage and reconcile cash positions,N
10894,8.7.2.2,Manage cash equivalents,N
10895,8.7.2.3,Process and oversee electronic fund transfers (EFTs),N
10896,8.7.2.4,Develop cash flow forecasts,N
10897,8.7.2.5,Manage cash flows,N
10898,8.7.2.6,Produce cash management accounting transactions and reports,N
10899,8.7.2.7,Manage and oversee banking relationships,N
10900,8.7.2.8,"Analyze, negotiate, resolve, and confirm bank fees",N
10760,8.7.3,Manage in-house bank accounts,N
10901,8.7.3.1,Manage in-house bank accounts for subsidiaries,N
10902,8.7.3.2,Manage and facilitate inter-company borrowing transactions,N
10903,8.7.3.3,Manage centralized outgoing payments on behalf of subsidiaries,N
10904,8.7.3.4,Manage central incoming payments on behalf of subsidiaries,N
10905,8.7.3.5,Manage internal payments and netting transactions,N
10906,8.7.3.6,Calculate interest and fees for in-house bank accounts,N
10907,8.7.3.7,Provide account statements for in-house bank accounts,N
10761,8.7.4,Manage debt and investment,N
10908,8.7.4.1,Manage financial intermediary relationships,N
10909,8.7.4.2,Manage liquidity,N
10910,8.7.4.3,Manage issuer exposure,N
10911,8.7.4.4,Process and oversee debt and investment transactions,N
10912,8.7.4.5,Process and oversee foreign currency transactions,N
10913,8.7.4.6,Produce debt and investment accounting transaction reports,N
11208,8.7.5,Manage financial risks,Y
11209,8.7.5.1,Manage interest rate risk,N
11210,8.7.5.2,Manage foreign exchange risk,N
11211,8.7.5.3,Manage exposure risk,N
11212,8.7.5.4,Develop and execute hedging transactions,N
11213,8.7.5.5,Evaluate and refine hedging positions,N
11214,8.7.5.6,Produce hedge accounting transactions and reports,N
11215,8.7.5.7,Monitor credit,N
10735,8.8,Manage internal controls,Y
10762,8.8.1,"Establish internal controls, policies and procedures",Y
10914,8.8.1.1,Establish board of directors and audit committee,N
10915,8.8.1.2,Define and communicate code of ethics,N
10916,8.8.1.3,Assign roles and responsibility for internal controls,N
11250,8.8.1.4,Define business process objectives and risks,N
11251,8.8.1.5,Define entity/unit risk tolerances,N
10763,8.8.2,Operate controls and monitor compliance with internal controls policies and procedures,Y
10917,8.8.2.1,Design and implement control activities,N
10918,8.8.2.2,Monitor control effectiveness,N
10919,8.8.2.3,Remediate control deficiencies,N
10920,8.8.2.4,Create compliance function,N
10921,8.8.2.5,Operate compliance function,N
10922,8.8.2.6,Implement and maintain controls-related enabling technologies and tools,N
10764,8.8.3,Report on internal controls compliance,Y
10923,8.8.3.1,Report to external auditors,N
10924,8.8.3.2,"Report to regulators, share/debt-holders, securities exchanges, etc.",N
10925,8.8.3.3,"Report to third parties (e.g., business partners)",N
10926,8.8.3.4,Report to internal management,N
10736,8.9,Manage taxes,Y
10765,8.9.1,Develop tax strategy and plan,N
10927,8.9.1.1,"Develop foreign, national, state and local tax strategy",N
10928,8.9.1.2,Consolidate and optimize total tax plan,N
10929,8.9.1.3,Maintain tax master data,N
10766,8.9.2,Process taxes,Y
10930,8.9.2.1,Perform tax planning/strategy,N
10931,8.9.2.2,Prepare returns,N
10932,8.9.2.3,Prepare foreign taxes,N
10933,8.9.2.4,Calculate deferred taxes,N
13662,8.9.2.5,Manage deferred taxes,N
10934,8.9.2.6,Account for taxes,N
10935,8.9.2.7,Monitor tax compliance,N
10936,8.9.2.8,Address tax inquiries,N
13663,8.9.2.9,Manage withholding tax,N
13664,8.9.2.10,Manage value added tax (VAT),N
13665,8.9.2.11,Manage service tax,N
10737,8.9.3,Manage international funds/consolidation,N
10767,8.9.3.1,Monitor international rates,N
10768,8.9.3.2,Manage transactions,N
10769,8.9.3.3,Monitor currency exposure/hedge currency,N
10770,8.9.3.4,Report results,N
13666,8.10,Perform financial management,N
13669,8.10.1,Perform account operations,N
13676,8.10.1.1,Define enterprise generally accepted principle policies,N
13677,8.10.1.2,Manage foreign currency exchange,N
13678,8.10.1.3,Manage general ledger,N
13679,8.10.1.4,Manage accounts receivable,N
13680,8.10.1.5,Manage accounts payable,N
13681,8.10.1.6,Manage cash liquidity management,N
13670,8.10.2,Audit,N
13671,8.10.3,Manage payroll,N
13682,8.10.3.1,Manage employee payroll details,N
13683,8.10.3.2,Manage employee compensation and reward profiles,N
13684,8.10.3.3,Manage payroll administration and processing,N
13685,8.10.3.4,Manage expense administration and processing,N
13686,8.10.3.5,Manage HR development contributions and rebates,N
13672,8.10.4,Manage treasury operations,N
13687,8.10.4.1,Manage bank reconciliation,N
13688,8.10.4.2,Manage treasury instruments,N
13689,8.10.4.3,Manage treasury business partners,N
13690,8.10.4.4,Manage treasury instrument/agreement,N
13691,8.10.4.5,Manage treasury instrument confirmation,N
13692,8.10.4.6,Manage treasury instrument settlement,N
13693,8.10.4.7,Monitor investments,N
13673,8.10.5,Manage management accounting,N
13694,8.10.5.1,Manage profit centre accounting,N
13695,8.10.5.2,Manage cost center and internal order accounting,N
13696,8.10.5.3,Manage project accounting,N
13697,8.10.5.4,Manage product cost accounting,N
13698,8.10.5.5,Manage profitability accounting,N
13674,8.10.6,Manage carrier accounting,N
13699,8.10.6.1,Manage carrier settlements,N
13700,8.10.6.2,Process carrier adjustments,N
13701,8.10.6.3,Manage carrier payments,N
13702,8.10.6.4,Manage carrier credits,N
13703,8.10.6.5,Manage carrier accounts receivable reconciliation,N
13704,8.10.6.6,Manage carrier related customer bill enquiries,N
13705,8.10.6.7,Manage carrier revenue accruals,N
13675,8.10.7,Manage financial planning,N
13706,8.10.7.1,Manage budgeting and forecasting,N
13707,8.10.7.2,Manage financial reporting,N
13708,8.10.7.3,Manage financial performance,N
13709,8.10.7.4,Manage budget checking,N
13667,8.11,Manage assets,N
13710,8.11.1,Manage real estate,N
13711,8.11.2,Manage asset management operations,N
13712,8.11.2.1,Define asset and asset maintenance plan,N
13713,8.11.2.2,Establish asset strategy and policy,N
13714,8.11.2.3,Manage asset maintenance,N
13715,8.11.2.4,Track asset maintenance,N
13716,8.11.2.5,Manage asset maintenance reporting,N
13717,8.11.2.6,Manage asset maintenance performance and reporting,N
13668,8.12,Manage procurement,N
13718,8.12.1,Manage supplier/ purchase negotiation,N
13723,8.12.1.1,Manage quotation,N
13719,8.12.2,Identify demand requirements,N
13724,8.12.2.1,Manage purchase requisition,N
13725,8.12.2.2,Manage stock replenishments,N
13720,8.12.3,Manage procurement strategy and policy,N
13721,8.12.4,Manage purchase,N
13726,8.12.4.1,Create purchase order,N
13727,8.12.4.2,Track purchase order delivery,N
13728,8.12.4.3,Authorize purchase order,N
13729,8.12.4.4,Manage invoicing,N
13730,8.12.4.5,Manage delivery,N
13722,8.12.5,Determine source supplier/partner,N
13731,8.12.5.1,Match sourcing arrangement to supplier/partner agreed sourcing agreements,N
13732,8.12.5.2,Identify supplier/ partner from supplier/partner list,N
10010,9,"Acquire, Construct, and Manage Property",Y
10937,9.1,Design and construct/acquire non-productive assets,N
10941,9.1.1,Develop property strategy and long term vision,N
10955,9.1.1.1,Confirm alignment of property requirements with business strategy,N
10956,9.1.1.2,Assess the external environment,N
10957,9.1.1.3,Determine build or buy decision,N
10942,9.1.2,"Develop, construct, and modify sites",N
10943,9.1.3,Plan facility,N
10958,9.1.3.1,Design facility,N
10959,9.1.3.2,Analyze budget,N
10960,9.1.3.3,Select property,N
10961,9.1.3.4,Negotiate terms for facility,N
10962,9.1.3.5,Manage construction or modification to building,N
10944,9.1.4,Provide workspace and assets,N
10963,9.1.4.1,Acquire workspace and assets,N
10964,9.1.4.2,Change fit/form/function of workspace and assets,N
10938,9.2,Maintain non-productive assets,Y
10945,9.2.1,Move people and assets,N
10965,9.2.1.1,Relocate people,N
10966,9.2.1.2,Relocate material and tools,N
10946,9.2.2,Repair workplace and assets,N
10947,9.2.3,Provide preventative maintenance for workplace and assets,N
10948,9.2.4,Manage security,N
10949,9.2.5,Manage facilities operations,N
10939,9.3,"Obtain, install and plan maintenance for productive assets",N
10950,9.3.1,Develop ongoing maintenance policies for production assets,N
10967,9.3.1.1,Analyze assets and predict maintenance requirements,N
10968,9.3.1.2,Develop approach to integrate preventive maintenance into production schedule,N
10951,9.3.2,Obtain and install equipment,N
10969,9.3.2.1,Design engineering solution for the manufacturing process,N
10970,9.3.2.2,Procure equipment,N
10971,9.3.2.3,Install and commission equipment,N
10940,9.4,Dispose of productive and non-productive assets,N
10952,9.4.1,Develop exit strategy,N
10953,9.4.2,Perform sale or trade,N
10954,9.4.3,Perform abandonment,N
11207,9.5,Manage physical risk,N
11179,10,Manage Environmental Health and Safety (EHS),N
11180,10.1,"Determine health, safety, and environment impacts",Y
11186,10.1.1,"Evaluate environmental impact of products, services, and operations",N
11187,10.1.2,Conduct health and safety and environmental audits,N
11181,10.2,"Develop and execute health, safety, and environmental program",N
11188,10.2.1,Identify regulatory and stakeholder requirements,N
11189,10.2.2,Assess future risks and opportunities,N
11190,10.2.3,Create EHS policy,N
11191,10.2.4,Record and manage EHS events,N
11182,10.3,Train and educate employees,N
11192,10.3.1,Communicate EHS issues to stakeholders and provide support,N
11183,10.4,"Monitor and manage health, safety, and environmental management program",N
11193,10.4.1,Manage EHS costs and benefits,N
11194,10.4.2,Measure and report EHS performance,N
11196,10.4.2.1,Implement emergency response program,N
11197,10.4.2.2,Implement pollution prevention program,N
11195,10.4.3,Provide employees with EHS support,N
11184,10.5,Ensure compliance with regulations,N
11198,10.5.1,Monitor compliance,N
11199,10.5.2,Perform compliance audit,N
11200,10.5.3,Comply with regulatory stakeholders requirements,N
11185,10.6,Manage remediation efforts,N
11201,10.6.1,Create remediation plans,N
11202,10.6.2,Contact and confer with experts,N
11203,10.6.3,Identify/Dedicate resources,N
11204,10.6.4,Investigate legal aspects,N
11205,10.6.5,Investigate damage cause,N
11206,10.6.6,Amend or create policy,N
10012,11,Manage External Relationships,N
11010,11.1,Build investor relationships,N
11035,11.1.1,"Plan, build, and manage lender relations",N
11036,11.1.2,"Plan, build, and manage analyst relations",N
11037,11.1.3,Communicate with shareholders,N
11011,11.2,Manage government and industry relationships,N
11038,11.2.1,Manage government relations,N
11039,11.2.2,Manage relations with quasi-government bodies,N
11040,11.2.3,Manage relations with trade or industry groups,N
11041,11.2.4,Manage lobby activities,N
11012,11.3,Manage relations with board of directors,N
11042,11.3.1,Report results,N
11043,11.3.2,Report audit findings,N
11013,11.4,Manage legal and ethical issues,N
11044,11.4.1,Create ethics policies,N
11045,11.4.2,Manage corporate governance policies,N
11046,11.4.3,Develop and perform preventative law programs,N
11047,11.4.4,Ensure compliance,N
11053,11.4.4.1,Plan and initiate compliance program,N
11054,11.4.4.2,Execute compliance program,N
11048,11.4.5,Manage outside counsel,N
11056,11.4.5.1,Assess problem and determine work requirements,N
11057,11.4.5.2,Engage/Retain outside counsel if necessary,N
11058,11.4.5.3,Receive strategy/budget,N
11059,11.4.5.4,Receive work product and manage/ monitor case and work performed,N
11060,11.4.5.5,Process payment for legal services,N
11061,11.4.5.6,Track legal activity/performance,N
11049,11.4.6,Protect intellectual property,N
11062,11.4.6.1,Manage copyrights and patents,N
11063,11.4.6.2,Maintain intellectual property rights and restrictions,N
11064,11.4.6.3,Administer licensing terms,N
11065,11.4.6.4,Administer options,N
11050,11.4.7,Resolve disputes and litigations,N
11051,11.4.8,Provide legal advice/counseling,N
11052,11.4.9,Negotiate and document agreements/contracts,N
11014,11.5,Manage public relations program,N
11066,11.5.1,Manage community relations,N
11067,11.5.2,Manage media relations,N
11068,11.5.3,Promote political stability,N
11069,11.5.4,Create press releases,N
11070,11.5.5,Issue press releases,N
10013,12,"Manage Knowledge, Improvement, and Change",Y
11071,12.1,Create and manage organizational performance strategy,N
11075,12.1.1,Create enterprise measurement systems model,N
11080,12.1.1.1,Establish performance measures,N
11081,12.1.1.2,Establish performance monitoring frequency,N
11082,12.1.1.3,Set performance targets,N
11076,12.1.2,Measure process productivity,N
11077,12.1.3,Measure cost effectiveness,N
11078,12.1.4,Measure staff efficiency,N
11079,12.1.5,Measure cycle time,N
11072,12.2,Benchmark performance,N
11083,12.2.1,Conduct performance assessments,N
11084,12.2.2,Develop benchmarking capabilities,N
11085,12.2.3,Conduct process benchmarking,N
11089,12.2.3.1,Compile & update list of processes & organizations to benchmark,N
11090,12.2.3.2,Establish benchmarks,N
11091,12.2.3.3,Measure performance against benchmarks,N
11086,12.2.4,Conduct competitive benchmarking,N
11092,12.2.4.1,Compile & update list of processes & organizations to benchmark,N
11093,12.2.4.2,Establish benchmarks,N
11094,12.2.4.3,Measure performance against benchmarks,N
11087,12.2.5,Conduct gap analysis to understand the need for and the degree of change needed,N
11088,12.2.6,Establish need for change,N
11073,12.3,Develop enterprise-wide knowledge management (KM) capability,Y
11095,12.3.1,Develop KM strategy,N
11100,12.3.1.1,Develop governance model,N
11101,12.3.1.2,Establish a central KM core group,N
11102,12.3.1.3,Define roles and accountability of the core group versus operating units,N
11103,12.3.1.4,Develop funding models,N
11104,12.3.1.5,Identify links to key initiatives,N
11105,12.3.1.6,Develop core KM methodologies,N
11106,12.3.1.7,Assess IT needs and engage IT function,N
11107,12.3.1.8,Develop training and communication plans,N
11108,12.3.1.9,Develop change management approaches,N
11109,12.3.1.10,Develop strategic measures and indicators,N
11096,12.3.2,Assess knowledge management capabilities,Y
11110,12.3.2.1,Assess maturity of existing KM initiatives,N
11111,12.3.2.2,Evaluate existing knowledge management approaches,N
11112,12.3.2.3,Identify gaps and needs,N
11113,12.3.2.4,Enhance/Modify existing knowledge management approaches,N
11114,12.3.2.5,Develop new knowledge management approaches,N
11115,12.3.2.6,Implement new knowledge management approaches,N
11097,12.3.3,Identify and plan KM projects,N
11116,12.3.3.1,Identify strategic opportunities to apply KM approach(es),N
11117,12.3.3.2,Identify KM requirements and objectives,N
11118,12.3.3.3,Assess culture and readiness for KM approach,N
11119,12.3.3.4,"Identify appropriate KM methodologies (e.g., self-service, communities, transfer, etc.)",N
11120,12.3.3.5,Create business case and obtain funding,N
11121,12.3.3.6,Develop project measures and indicators,N
11098,12.3.4,Design and launch KM projects,N
11122,12.3.4.1,"Design process for knowledge sharing, capture, and use",N
11123,12.3.4.2,Define roles and resources,N
11124,12.3.4.3,Identify specific IT requirements,N
11125,12.3.4.4,Create training and communication plans,N
11126,12.3.4.5,Develop change management plans,N
11127,12.3.4.6,Design recognition and reward approaches,N
11128,12.3.4.7,Design and plan launch of KM project,N
11129,12.3.4.8,Deploy the KM project,N
11099,12.3.5,Manage the KM project life cycle,N
11130,12.3.5.1,Assess alignment with business goals,N
11131,12.3.5.2,Evaluate impact of KM (strategy and projects) on measures and outcomes,N
11132,12.3.5.3,Promote and sustain activity and involvement,N
11133,12.3.5.4,Realign and refresh KM strategy and approaches,N
11074,12.4,Manage change,N
11134,12.4.1,Plan for change,N
11138,12.4.1.1,Select process improvement methodology,N
11139,12.4.1.2,Assess readiness for change,N
11140,12.4.1.3,Determine stakeholders,N
11141,12.4.1.4,Engage/Identify champion,N
11142,12.4.1.5,Form design team,N
11143,12.4.1.6,Define scope,N
11144,12.4.1.7,Understand current state,N
11145,12.4.1.8,Define future state,N
11146,12.4.1.9,Conduct risk analysis,N
11147,12.4.1.10,Assess cultural issues,N
11148,12.4.1.11,Establish accountability for change management,N
11149,12.4.1.12,Identify barriers to change,N
11150,12.4.1.13,Determine change enablers,N
11151,12.4.1.14,Identify resources and develop measures,N
11135,12.4.2,Design the change,N
11152,12.4.2.1,Assess connection to other initiatives,N
11153,12.4.2.2,Develop change management plans,N
11154,12.4.2.3,Develop training plan,N
11155,12.4.2.4,Develop communication plan,N
11156,12.4.2.5,Develop rewards/incentives plan,N
11157,12.4.2.6,Establish metrics,N
11158,12.4.2.7,Establish/Clarify new roles,N
11159,12.4.2.8,Identify budget/roles,N
11136,12.4.3,Implement change,N
11160,12.4.3.1,Create commitment for improvement/change,N
11161,12.4.3.2,Reengineer business processes and systems,N
11162,12.4.3.3,Support transition to new roles or exit strategies for incumbents,N
11163,12.4.3.4,Monitor change,N
11137,12.4.4,Sustain improvement,N
11164,12.4.4.1,Monitor improved process performance,N
11165,12.4.4.2,Capture and reuse lessons learned from change process,N
11166,12.4.4.3,Take corrective action as necessary,N
13733,13,Manage and Plan Network,N
13734,13.1,Perform strategy and logical planning,N
13740,13.1.1,Perform market sizing and consumer analysis,N
13741,13.1.2,Forecast demand,N
13742,13.1.3,Assess technology need,N
13743,13.1.4,Plan capacity and coverage,N
13744,13.1.5,Design network architecture and fundamental technical guidelines,N
13745,13.1.6,Establish overall expectation and budget,N
13746,13.1.7,Complete development of strategic plan,N
13735,13.2,Plan network structure,N
13747,13.2.1,"Perform aggregation and analysis of key planning: subscriber base, technology, suppliers, and test results",N
13748,13.2.2,Perform regulatory compliance,N
13750,13.2.2.1,Identify spectrum and right of way regulatory requirements,N
13751,13.2.2.2,Apply for rights of way and spectrum license,N
13752,13.2.2.3,Define procedures to ensure regulatory license compliance,N
13753,13.2.2.4,Outline plan to monitor license compliance,N
13754,13.2.2.5,Outline plan to handle license disputes,N
13749,13.2.3,Develop master plan,N
13755,13.2.3.1,Short-list vendor selection,N
13756,13.2.3.2,List general project goals and objectives,N
13736,13.3,Carry out operational planning,N
13757,13.3.1,"Team selection, vendor selection, project definition",N
13758,13.3.2,Agreement about particular project modules,N
13759,13.3.3,Rough timetables,N
13760,13.3.4,Project budgets,N
13761,13.3.5,Development of plan of operations,N
13737,13.4,Plan and monitor of projects,N
13762,13.4.1,Detail work packages,N
13763,13.4.2,Detail time schedules,N
13764,13.4.3,Develop project plans,N
13765,13.4.3.1,Issue purchase order,N
13766,13.4.3.2,Reconcile purchase order,N
13767,13.4.3.3,Manage settlement and billing,N
13738,13.5,Carry out network testing and buildup,N
13768,13.5.1,Receive order to build-up network,N
13769,13.5.2,Send order to procurement equipment and locations,N
13770,13.5.3,Coordinate build-up,N
13771,13.5.4,Carry out build-up,N
13774,13.5.4.1,Install equipment,N
13775,13.5.4.2,Coordinate network starting dates,N
13772,13.5.5,Install equipment,N
13773,13.5.6,Perform readiness test (ORT),N
13739,13.6,Perform start-up network operation,N
13776,13.6.1,Release network sections,N
13777,13.6.2,Perform continuous monitoring,N
13778,13.6.3,Announce availability,N
