code,examples
238150,"['Decorative glass and mirror installation', 'Glazing contractors', 'Glass cladding installation', 'Stained glass installation', 'Glass coating and tinting (except automotive) contractors', 'Window pane or sheet installation', 'Glass installation (except automotive) contractors']"
42345,[]
311313,[]
33911,[]
423990,"['Firearms (except sporting) merchant wholesalers', 'Musical instruments merchant wholesalers', 'Prerecorded audio and video tapes and discs merchant wholesalers', 'Phonograph records merchant wholesalers', 'Prerecorded compact discs (CDs) and digital video discs (DVDs) merchant wholesalers', 'Timber and timber products (except lumber) merchant wholesalers']"
313310,[]
611310,"['Colleges (except junior colleges)', 'Theological seminaries offering baccalaureate or graduate degrees', 'Military academies, college level', 'Universities', 'Professional schools (e.g., business administration, dental, law, medical)']"
483111,[]
483113,[]
483112,[]
48821,[]
483114,[]
333611,[]
333612,[]
333613,[]
33599,"['Carbon and graphite electrodes and brushes manufacturing', 'Door opening and closing devices, electrical, manufacturing', 'Extension cords made from purchased insulated wire', 'Surge suppressors manufacturing']"
333618,[]
33591,[]
33593,[]
33592,[]
611,[]
212393,"['Barite mining and/or beneficiating', 'Rock salt mining and/or beneficiating', 'Celestite mining and/or beneficiating', 'Sulfur mining and/or beneficiating', 'Fluorspar mining and/or beneficiating']"
212392,[]
212391,[]
713290,[]
212399,"['Gypsum mining and/or beneficiating', 'Soapstone mining and/or beneficiating', 'Mica mining and/or beneficiating', 'Talc mining and/or beneficiating', 'Pyrophyllite mining and/or beneficiating']"
621330,[]
111930,[]
3119,[]
3118,[]
3117,[]
3116,[]
3115,[]
3114,[]
3113,[]
3112,[]
3111,[]
813910,"['Agricultural organizations (except youth farming organizations, farm granges)', 'Real estate boards', 'Chambers of commerce', 'Trade associations', ""Manufacturers' associations""]"
111110,[]
62431,[]
81221,[]
713120,[]
31193,[]
31192,[]
31191,[]
48811,[]
334220,[]
31194,[]
31199,"['Baking powder manufacturing', 'Cut or peeled fresh vegetables manufacturing', 'Dessert puddings manufacturing', 'Egg substitutes manufacturing', 'Sweetening syrups (except pure maple) manufacturing', 'Fresh pasta manufacturing', 'Fresh pizza manufacturing', 'Honey processing', 'Popcorn (except popped) manufacturing', 'Powdered drink mixes (except chocolate, coffee, tea, or milk based) manufacturing']"
48819,[]
491,[]
492,[]
493,[]
21,[]
22,[]
23,[]
927,[]
44831,[]
44832,[]
31511,[]
921120,[]
31519,[]
32541,[]
541420,[]
111421,[]
111422,[]
812310,[]
561710,[]
624230,[]
335121,"['Ceiling lighting fixtures, residential, manufacturing', 'Chandeliers, residential, manufacturing', 'Table lamps (i.e., lighting fixtures) manufacturing']"
335122,[]
335129,"['Christmas tree lighting sets, electric, manufacturing', 'Fireplace logs, electric, manufacturing', 'Flashlights manufacturing', 'Insect lamps, electric, manufacturing', 'Lanterns (e.g., carbide, electric, gas, gasoline, kerosene) manufacturing', 'Spotlights (except vehicular) manufacturing', 'Street lighting fixtures (except traffic signals) manufacturing']"
424720,"['Bottled liquid petroleum gas merchant wholesalers', 'Gasoline merchant wholesalers (except bulk stations, terminals)', 'Fuel oil merchant wholesalers (except bulk stations, terminals)', 'Lubricating oil and grease merchant wholesalers (except bulk stations, terminals)']"
485510,[]
511120,"['Comic book publishers (except exclusive Internet publishing)', 'Radio and television guide publishers (except exclusive Internet publishing)', 'Magazine publishers (except exclusive Internet publishing)', 'Scholarly journal publishers (except exclusive Internet publishing)', 'Newsletter publishers (except exclusive Internet publishing)', 'Trade journal publishers (except exclusive Internet publishing)']"
81131,[]
519110,[]
722310,"['Airline food service contractors', 'Food concession contractors (e.g., at sporting, entertainment, convention facilities)', 'Cafeteria food service contractors (e.g., at schools, hospitals, government offices)']"
221122,[]
221121,[]
624120,[]
423420,"['Accounting machines merchant wholesalers', 'Mailing machines merchant wholesalers', 'Calculators and calculating machines merchant wholesalers', 'Cash registers merchant wholesalers', 'Security safes merchant wholesalers', 'Copying machines merchant wholesalers', 'Microfilm equipment and supplies merchant wholesalers']"
424430,"['Butter merchant wholesalers', 'Fluid milk (except canned) merchant wholesalers', 'Cheese merchant wholesalers', 'Ice cream and ices merchant wholesalers', 'Cream merchant wholesalers', 'Yogurt merchant wholesalers']"
44512,[]
314120,[]
44511,[]
515111,[]
515112,[]
56292,[]
56291,[]
336370,[]
4541,[]
4543,[]
4542,[]
324122,[]
324121,[]
42349,[]
311314,[]
42342,[]
42343,[]
42344,[]
42433,[]
327110,"['Bathroom accessories, vitreous china and earthenware, manufacturing', 'Ceramic or ferrite permanent magnets manufacturing', 'Chemical stoneware (i.e., pottery products) manufacturing', 'Clay and ceramic statuary manufacturing', 'Earthenware table and kitchen articles, coarse, manufacturing', 'Porcelain electrical insulators manufacturing', 'Vitreous china plumbing fixtures manufacturing']"
42431,[]
52312,[]
52313,[]
52311,[]
2379,[]
52314,[]
423510,"['Cast iron pipe merchant wholesalers', 'Metal rods merchant wholesalers', 'Metal bars (except precious) merchant wholesalers', 'Metal sheets merchant wholesalers', 'Metal ingots (except precious) merchant wholesalers', 'Metal spikes merchant wholesalers', 'Metal pipe merchant wholesalers', 'Nails merchant wholesalers', 'Metal plates merchant wholesalers', 'Noninsulated wire merchant wholesalers']"
81222,[]
2371,[]
2372,[]
2373,[]
926150,"['Alcoholic beverage control boards, public administration', 'Labor management negotiations boards, government', 'Banking regulatory agencies, public administration', 'Licensing and permit issuance for business operations, government', 'Building inspections, government', 'Licensing and permit issuance for professional occupations, government', 'Insurance commissions, government', 'Securities regulation commissions, public administration']"
21232,[]
21231,[]
21239,"['Barite mining and/or beneficiating', 'Phosphate rock mining and/or beneficiating', 'Borate, natural, mining and/or beneficiating', 'Potash mining and/or beneficiating', 'Peat mining and/or beneficiating', 'Rock salt mining and/or beneficiating']"
4431,[]
448120,[]
336213,[]
336212,[]
336211,[]
4533,[]
451140,"['Musical instrument stores', 'Sheet music stores', 'Piano stores']"
336214,"['Automobile transporter trailers, single car, manufacturing', 'Camper units, slide-in, for pick-up trucks, manufacturing', 'Camping trailers and chassis manufacturing', 'Horse trailers (except fifth-wheel-type) manufacturing', 'Pick-up canopies, caps, or covers manufacturing', 'Travel trailers, recreational, manufacturing', 'Utility trailers manufacturing']"
812320,[]
524210,[]
339910,[]
53131,[]
485999,[]
53132,[]
53139,[]
2111,[]
485991,[]
1125,[]
332119,[]
332114,[]
332117,[]
332111,[]
332112,[]
44711,[]
541850,[]
44719,[]
42331,[]
327332,[]
523991,[]
327331,[]
721110,[]
311811,[]
523999,"['Exchange clearinghouses, commodities or securities', 'Stock quotation services', ""Gas lease brokers' offices""]"
721310,"['Dormitories (off campus)', 'Sorority houses', 'Fraternity houses', ""Workers' camps"", 'Rooming houses']"
44531,[]
523930,"['Financial investment advice services, customized, fees paid by client', 'Investment advisory services, customized, fees paid by client', 'Financial planning services, customized, fees paid by client']"
33612,[]
33341,"['Air-conditioner filters manufacturing', 'Air-conditioning and warm air heating combination units manufacturing', 'Attic fans manufacturing', 'Dust and fume collecting equipment manufacturing', 'Gas fireplaces manufacturing', 'Heating boilers manufacturing', 'Industrial and commercial-type fans manufacturing', 'Refrigerated counter and display cases manufacturing', 'Refrigerated drinking fountains manufacturing', 'Space heaters (except portable electric) manufacturing']"
33611,[]
45392,[]
45393,[]
45391,[]
334519,"['Aircraft engine instruments manufacturing', 'Automotive emissions testing equipment manufacturing', 'Clocks assembling', 'Meteorological instruments manufacturing', 'Physical properties testing and inspection equipment manufacturing', 'Polygraph machines manufacturing', 'Radiation detection and monitoring instruments manufacturing', 'Surveying instruments manufacturing', 'Thermometers, liquid-in-glass and bimetal types (except medical), manufacturing', 'Watches and parts (except crystals) manufacturing']"
45399,"['Art supply stores', 'Swimming pool supply stores, new', 'Cemetery memorial (e.g., markers, headstones, vaults) dealers', 'Tobacco stores', 'Cigar stores']"
333511,[]
33291,[]
333517,"['Bending and forming machines, metalworking, manufacturing', 'Buffing and polishing machines, metalworking, manufacturing', 'Drilling machines, metalworking, manufacturing', 'Grinding machines, metalworking, manufacturing', 'Home workshop metal cutting machine tools (except handtools, welding equipment) manufacturing', 'Metalworking lathes manufacturing', 'Milling machines, metalworking, manufacturing', 'Stamping machines, metalworking, manufacturing']"
333515,"['Knives and bits for metalworking lathes, planers, and shapers manufacturing', 'Measuring attachments (e.g., sine bars) for machine tool manufacturing', 'Metalworking drill bits manufacturing', 'Taps and dies (i.e., machine tool accessories) manufacturing']"
333514,[]
611410,[]
333519,"['Assembly machines manufacturing', 'Cradle assemblies machinery (i.e., wire making equipment) manufacturing', 'Metalworking coil winding and cutting machinery manufacturing', 'Rolling mill roll machines, metalworking, manufacturing', 'Wire drawing and fabricating machinery and equipment (except dies) manufacturing']"
33299,"['Ammunition manufacturing', 'Ball and roller bearing manufacturing', 'Enameled iron and metal sanitary ware manufacturing', 'Fabricated pipe and pipe fittings made from purchased metal pipe', 'Foil containers (except bags) manufacturing', 'Industrial pattern manufacturing', 'Metal safes manufacturing', 'Portable metal ladders manufacturing', 'Small arms and other ordnance manufacturing', 'Steel wool manufacturing']"
54131,[]
561591,[]
237120,"['Distribution line, gas and oil, construction', 'Oil refinery construction', 'Gas main construction', 'Petrochemical plant construction', 'Gathering line, gas and oil field, construction', 'Pumping station, gas and oil transmission, construction', 'Natural gas pipeline construction', 'Storage tank, natural gas or oil, tank farm or field, construction', 'Natural gas processing plant construction']"
5414,[]
238160,"['Painting, spraying, or coating, roof', 'Sheet metal roofing installation', 'Shake and shingle, roof, installation', 'Skylight installation']"
5416,[]
311830,[]
72,[]
62151,"['Dental or medical X-ray laboratories', 'Medical pathology laboratories', 'Diagnostic imaging centers', 'Medical testing laboratories', 'Medical forensic laboratories']"
541940,"['Animal hospitals', 'Veterinary clinics', ""Veterinarians' offices"", 'Veterinary testing laboratories']"
48721,[]
62399,[]
71113,[]
71112,[]
71111,[]
71119,[]
54112,[]
54111,[]
331110,[]
621340,"[""Audiologists' offices"", ""Recreational (e.g., art, dance, music) therapists' offices"", ""Industrial therapists' offices"", ""Speech pathologists' offices"", ""Occupational therapists' offices"", ""Physical therapists' offices""]"
522130,[]
54119,"['Notary public services', 'Process serving services', 'Paralegal services', 'Real estate settlement offices', 'Patent agent services (i.e., patent filing and searching services)', 'Real estate title abstract companies']"
811112,"['Automotive exhaust system replacement and repair shops', 'Automotive muffler replacement and repair shops']"
322212,[]
31611,[]
322211,[]
3122,[]
3121,[]
322219,"['Fiber cans and drums (i.e., all-fiber, nonfiber ends of any material) made from purchased paperboard', 'Milk cartons made from purchased paper or paperboard', 'Sanitary food containers (except folding) made from purchased paper or paperboard', 'Setup (i.e., not shipped flat) boxes made from purchased paperboard']"
111120,[]
522,[]
811219,[]
811198,"['Automotive air-conditioning repair shops', 'Automotive tire repair (except retreading) shops', 'Automotive rustproofing and undercoating shops']"
4239,[]
4238,[]
4237,[]
4236,[]
4235,[]
4234,[]
4233,[]
4232,[]
4231,[]
31183,[]
541720,[]
522220,[]
423940,[]
238340,"['Ceramic tile installation', 'Mosaic work', 'Mantel, marble or stone, installation', 'Tile (except resilient) laying and setting', 'Stone flooring installation', 'Marble, granite, and slate, interior installation contractors']"
325991,[]
325992,[]
325998,"['Activated carbon and charcoal manufacturing', 'Antifreeze preparations manufacturing', 'Electronic cigarette vapor refills manufacturing', 'Industrial salt manufacturing', 'Lighter fluids (e.g., charcoal, cigarette) manufacturing', 'Matches and matchbook manufacturing', 'Pyrotechnics (e.g., flares, flashlight bombs, signals) manufacturing', 'Sugar substitutes (i.e., synthetic sweeteners blended with other ingredients) made from purchased synthetic sweeteners', 'Swimming pool chemical preparations manufacturing', 'Writing inks manufacturing']"
313,[]
312,[]
311,[]
32552,[]
316,[]
315,[]
32551,[]
111411,[]
114119,[]
333999,"['Automatic fire sprinkler systems manufacturing', 'Baling machinery (e.g., paper, scrap metal) manufacturing', 'Bridge and gate lifting machinery manufacturing', 'Centrifuges, industrial and laboratory-type, manufacturing', 'Cremating ovens manufacturing', 'General purpose-type sieves and screening equipment manufacturing', 'Hydraulic and pneumatic jacks manufacturing', 'Industrial and general purpose-type filters (except internal combustion engine, warm air furnace) manufacturing']"
333997,[]
333996,[]
333995,[]
114111,[]
333993,[]
333992,[]
333991,[]
532420,[]
443,[]
6214,[]
541618,[]
541614,"['Freight rate or tariff rate consulting services', 'Productivity improvement consulting services', 'Inventory planning and control management consulting services', 'Transportation management consulting services', 'Manufacturing management consulting services']"
541613,"['Customer services management consulting services', 'New product development consulting services', 'Marketing management consulting services', 'Sales management consulting services']"
541612,"['Benefit or compensation consulting services', 'Employee assessment consulting services', 'Personnel management consulting services', 'Human resources consulting services']"
541611,"['Administrative management consulting services', 'Site selection consulting services', 'Financial management (except investment advice) consulting services', 'Strategic planning consulting services', 'General management consulting services']"
56191,[]
525910,"['Investment funds, open-ended', 'Money market mutual funds, open-ended']"
56199,[]
812930,[]
624110,"['Adoption agencies', 'Youth centers (except recreational only)', 'Child guidance organizations', 'Youth self-help organizations', 'Foster care placement services']"
519120,[]
623312,"['Assisted living facilities without on-site nursing care facilities', 'Rest homes without nursing care', 'Assisted living facilities for the elderly without nursing care']"
623311,[]
11511,"['Aerial crop dusting or spraying (i.e., using specialized or dedicated aircraft)', 'Farm management services', 'Cotton ginning', 'Planting crops', 'Cultivating services', 'Vineyard cultivation services']"
511130,"['Atlas publishers (except exclusive Internet publishing)', 'Religious book publishers (except exclusive Internet publishing)', 'Book publishers (except exclusive Internet publishing)', 'School textbook publishers (except exclusive Internet publishing)', 'Encyclopedia publishers (except exclusive Internet publishing)', 'Technical manual publishers (except exclusive Internet publishing)', 'Map publishers (except exclusive Internet publishing)', 'Travel guide book publishers (except exclusive Internet publishing)']"
51219,"['Motion picture film laboratories', 'Stock footage film libraries', 'Postproduction facilities', 'Teleproduction services']"
51212,[]
51213,[]
51211,[]
336360,[]
713920,[]
81219,"['Day spas', 'Depilatory or electrolysis (i.e., hair removal) salons', 'Permanent makeup salons', 'Ear piercing services', 'Steam or turkish baths', 'Hair replacement (except by offices of physicians) or weaving services', 'Tanning salons', 'Massage parlors', 'Tattoo parlors', 'Non-medical diet and weight reducing centers']"
424710,[]
11421,[]
81211,"['Barber shops', 'Hair stylist shops', 'Beauty salons', 'Nail salons', 'Cosmetology salons']"
2362,[]
2361,[]
42393,[]
21221,[]
42391,[]
21223,[]
325199,"['Biodiesel fuels not made in petroleum refineries and not blended with petroleum', 'Calcium organic compounds, not specified elsewhere by process, manufacturing', 'Carbon organic compounds, not specified elsewhere by process, manufacturing', 'Enzyme proteins (i.e., basic synthetic chemicals) (except pharmaceutical use) manufacturing', 'Fatty acids (e.g., margaric, oleic, stearic) manufacturing', 'Organo-inorganic compound manufacturing', 'Plasticizers (i.e., basic synthetic chemicals) manufacturing', 'Silicone (except resins) manufacturing', 'Synthetic sweeteners (i.e., sweetening agents) manufacturing']"
42394,[]
325194,[]
21229,[]
42399,[]
325193,[]
448110,[]
44-45,[]
4442,[]
339920,[]
335911,"['Lead acid storage batteries manufacturing', 'Lithium storage batteries manufacturing', 'Rechargeable nickel-cadmium (NICAD) batteries manufacturing']"
923130,[]
335912,"['Disposable flashlight batteries manufacturing', 'Dry cells, primary (e.g., AAA, AA, C, D, 9V), manufacturing', 'Lithium batteries, primary, manufacturing', 'Watch batteries manufacturing']"
4931,[]
453998,"['Art supply stores', 'General merchandise auction houses', 'Candle shops', 'Home security equipment stores', 'Cemetery memorial (e.g., headstones, markers, vaults) dealers', 'Hot tub stores', ""Collectors' items (e.g., autograph, coin, card, stamp) shops (except used rare items)"", 'Swimming pool supply stores', 'Fireworks shops (permanent location)', 'Trophy (e.g., awards and plaques) shops', 'Flower shops, artificial or dried']"
53121,[]
316992,[]
453991,"['Cigar stores', ""Smokers' supply stores"", 'Cigarette stands (i.e., permanent)', 'Tobacco stores']"
316998,"['Billfolds, all materials, manufacturing', 'Boot and shoe cut stock and findings, leather, manufacturing', 'Coin purses (except metal) manufacturing', 'Dog furnishings (e.g., collars, leashes, harnesses, muzzles) manufacturing', 'Key cases (except metal) manufacturing', 'Leather belting for machinery (e.g., flat, solid, twisted, built-up) manufacturing', 'Luggage, all materials, manufacturing', 'Shoe soles, leather, manufacturing', 'Toilet kits and cases (except metal) manufacturing', 'Watch bands (except metal) manufacturing', ""Welders' jackets, leggings, and sleeves, leather, manufacturing""]"
48621,[]
325312,[]
5111,[]
5112,[]
5211,[]
21311,[]
9221,[]
33111,[]
71329,[]
71321,[]
441310,"['Automotive parts and supply stores', 'Truck cap stores', 'Automotive stereo stores', 'Used automotive parts stores', 'Speed shops']"
327320,[]
4841,[]
4842,[]
44529,"['Baked goods stores (except immediate consumption)', 'Dairy product stores', 'Coffee and tea (i.e., packaged) stores', 'Gourmet food stores', 'Confectionery (i.e., packaged) stores', 'Nut (i.e., packaged) stores']"
44522,[]
44523,[]
33621,"['Bodies and cabs, truck, manufacturing', 'Camper units, slide-in, for pick-up trucks, manufacturing', 'Motor homes, self-contained, assembling on purchased chassis', 'Pick-up canopies, caps, or covers manufacturing', 'Semi-trailers manufacturing', 'Travel trailers, recreational, manufacturing']"
44521,[]
313240,[]
611420,[]
48531,[]
423920,[]
48532,[]
71211,[]
71212,[]
71213,[]
71219,[]
237110,[]
311412,[]
11193,[]
311411,[]
33241,[]
11194,[]
33243,[]
33242,[]
11199,"['Agave farming', 'Spice farming', 'General combination crop farming (except oilseed and grain; vegetables and melons; fruit and nut combinations)', 'Tea farming', 'Hay seed farming', 'Maple sap gathering', 'Peanut farming', 'Sugar beet farming', 'Grass seed farming']"
621512,"['Computer tomography (CT-scan) centers', 'Medical radiological laboratories', 'Dental or medical X-ray laboratories', 'Ultrasound imaging centers', 'Magnetic resonance imaging (MRI) centers']"
621511,"['Blood analysis laboratories', 'Medical pathology laboratories', 'Medical bacteriological laboratories', 'Medical testing laboratories', 'Medical forensic laboratories']"
7113,[]
62141,[]
62142,[]
7115,[]
7114,[]
325613,[]
325612,[]
325611,[]
339113,[]
339112,[]
339115,[]
339114,[]
339116,[]
335,[]
621420,"['Outpatient alcoholism treatment centers and clinics (except hospitals)', 'Outpatient mental health centers and clinics (except hospitals)', 'Outpatient detoxification centers and clinics (except hospitals)', 'Outpatient substance abuse treatment centers and clinics (except hospitals)', 'Outpatient drug addiction treatment centers and clinics (except hospitals)']"
813212,"['Disease awareness fundraising organizations', 'Health research fundraising organizations', 'Disease research (e.g., heart, cancer) fundraising organizations', 'Voluntary health organizations']"
813211,"['Community foundations', 'Philanthropic trusts', 'Corporate foundations, awarding grants', 'Scholarship trusts', 'Grantmaking foundations']"
54121,"[""Accountants' offices"", 'Payroll processing services', 'Bookkeeping services', 'Tax return preparation services']"
562998,"['Beach cleaning and maintenance services', 'Sewer or storm basin cleanout services', 'Catch basin cleaning services', 'Tank cleaning and disposal services, commercial or industrial', 'Sewer cleaning and rodding services']"
3131,[]
3133,[]
3132,[]
811192,"['Automotive detail shops', 'Mobile car and truck washes', 'Car washes']"
332,[]
311520,[]
525120,[]
326212,[]
721120,[]
326211,[]
238170,"['Downspout, gutter, and gutter guard installation', 'Fascia and soffit installation', 'Siding (e.g., vinyl, wood, aluminum) installation']"
238910,"['Blasting, building demolition', 'Foundation digging (i.e., excavation)', 'Concrete breaking and cutting for demolition', 'Foundation drilling contractors', 'Cutting new rights of way', 'Grading construction sites', 'Demolition, building and structure', 'Line slashing or cutting (except maintenance)', 'Dewatering contractors', 'Septic system contractors', 'Dirt moving for construction', 'Trenching (except underwater)', 'Equipment rental (except crane), construction, with operator', 'Underground tank (except hazardous) removal', 'Excavating, earthmoving, or land clearing contractors', 'Wrecking, building or other structure']"
111130,[]
562991,[]
42346,[]
115210,[]
51511,[]
48839,[]
51512,[]
522210,[]
8139,[]
8134,[]
48831,[]
48832,[]
48833,[]
8131,[]
8132,[]
8133,[]
453210,[]
812220,"['Cemetery associations (i.e., operators of cemeteries)', 'Memorial gardens (i.e., burial places)', 'Crematories (except combined with funeral homes)', 'Pet cemeteries', 'Mausoleums']"
541990,"['Appraisal (except real estate) services', 'Marine surveyor (i.e., appraiser) services', 'Arbitration and conciliation services (except by lawyer, attorney, or paralegal offices)', 'Patent broker services (i.e., patent marketing services)', 'Commodity inspector services', 'Pipeline or power line inspection (i.e., visual) services', 'Consumer credit counseling services', 'Weather forecasting services', 'Handwriting analysis services']"
54185,[]
238350,"['Built-in wood cabinets constructed on site', 'Molding or trim, wood or plastic, installation', 'Countertop, residential-type, installation', 'Paneling installation', 'Door and window frame construction', 'Prefabricated kitchen and bath cabinet, residential-type, installation', 'Garage door, residential-type, installation', 'Ship joinery contractors', 'Millwork installation', 'Window and door, residential-type, of any material, prefabricated, installation']"
313110,[]
54187,[]
314910,"['Covers (e.g., boat, swimming pool, truck) made from purchased fabrics', 'Laundry bags made from purchased woven or knitted materials', 'Seed bags made from purchased woven or knitted materials', 'Textile bags made from purchased woven or knitted materials']"
812332,[]
812331,[]
32562,[]
32561,[]
11212,[]
11213,[]
11211,[]
624210,[]
62139,"[""Acupuncturists' (except MDs or DOs) offices"", ""Inhalation or respiratory therapists' offices"", ""Dental hygienists' offices"", ""Midwives' offices"", ""Denturists' offices"", ""Naturopaths' offices"", ""Dietitians' offices"", ""Podiatrists' offices"", ""Homeopaths' offices"", ""Registered or licensed practical nurses' offices""]"
424520,"['Cattle merchant wholesalers', 'Hogs merchant wholesalers', 'Goats merchant wholesalers', 'Sheep merchant wholesalers']"
541199,"['Notary public services', 'Patent agent services (i.e., patent filing and searching services)', 'Paralegal services', 'Process serving services']"
32419,"['Biodiesel fuels not made in petroleum refineries and blended with purchased refined petroleum', 'Coke oven products (e.g., coke, gases, tars) made in coke oven establishments', 'Petroleum brake fluids made from refined petroleum', 'Petroleum briquettes made from refined petroleum', 'Petroleum jelly made from refined petroleum', 'Petroleum lubricating oils and greases made from refined petroleum', 'Petroleum waxes made from refined petroleum', 'Re-refining used petroleum lubricating oils']"
541191,[]
213114,[]
213115,[]
213112,[]
32412,[]
32411,[]
213111,[]
71,[]
56161,"['Armored car services', 'Private detective services', 'Bodyguard services', 'Security guard services', 'Polygraph services']"
9261,[]
56162,[]
519130,"['Internet book publishers', 'Internet sports sites', 'Internet entertainment sites', 'Internet video broadcast sites', 'Internet news publishers', 'Internet periodical publishers', 'Internet radio stations', 'Internet search portals', 'Web search portals', 'Internet search Web sites', 'Internet social networking sites']"
22131,[]
22133,[]
22132,[]
81119,"['Automotive air-conditioning repair shops', 'Automotive tire repair (except retreading) shops', 'Automotive oil change and lubrication shops', 'Car washes', 'Automotive rustproofing and undercoating shops']"
424410,[]
81111,[]
511140,"['Business directory publishers (except exclusive Internet publishing)', 'Mailing list publishers (except exclusive Internet publishing)', 'Directory publishers (except exclusive Internet publishing)', 'Telephone directory publishers (except exclusive Internet publishing)']"
23799,[]
326199,"['Inflatable plastics swimming pool rafts and similar flotation devices manufacturing', 'Plastics air mattresses manufacturing', 'Plastics bottle caps and lids manufacturing', 'Plastics bowls and bowl covers manufacturing', 'Plastics clothes hangers manufacturing', 'Plastics cups (except foam) manufacturing', 'Plastics dinnerware (except foam) manufacturing', 'Plastics gloves manufacturing', 'Plastics hardware manufacturing', 'Plastics siding manufacturing', 'Plastics trash containers manufacturing', 'Resilient floor coverings (e.g., sheet, tiles) manufacturing']"
51229,[]
61131,[]
326191,[]
51225,[]
51224,[]
448210,[]
42411,[]
42412,[]
42413,[]
332811,[]
332813,[]
332812,[]
336390,"['Air bag assemblies manufacturing', 'Air-conditioners, motor vehicle, manufacturing', 'Air filters, automotive, truck, and bus, manufacturing', 'Catalytic converters, engine exhaust, automotive, truck, and bus, manufacturing', 'Compressors, motor vehicle air-conditioning, manufacturing', 'Mufflers and resonators, motor vehicle, manufacturing', 'Radiators and cores manufacturing', 'Wheels (i.e., rims), automotive, truck, and bus, manufacturing']"
323120,[]
6114,[]
6115,[]
6116,[]
6117,[]
6111,[]
6112,[]
6113,[]
32742,[]
32741,[]
448320,[]
561910,"['Apparel and textile folding and packaging services', 'Kit assembling and packaging services', 'Blister packaging services', 'Shrink wrapping services', 'Gift wrapping services']"
52511,[]
52512,[]
42384,[]
42385,[]
42386,[]
325180,"['Alkalies manufacturing', 'Aluminum compounds, not specified elsewhere by process, manufacturing', 'Carbides (e.g., baron, calcium, silicon, tungsten) manufacturing', 'Carbon black manufacturing', 'Chlorine manufacturing', 'Hydrochloric acid manufacturing', 'Potassium inorganic compounds, not specified elsewhere by process, manufacturing', 'Radioactive isotopes manufacturing', 'Sulfides and sulfites manufacturing', 'Sulfuric acid manufacturing']"
42381,[]
42382,[]
42383,[]
4453,[]
4452,[]
4451,[]
339930,[]
423710,"['Brads merchant wholesalers', 'Cutlery merchant wholesalers', 'Knives (except disposable plastics) merchant wholesalers', 'Power handtools (e.g., drills, saws, sanders) merchant wholesalers', 'Fasteners (e.g., bolts, nuts, rivets, screws) merchant wholesalers', 'Staples merchant wholesalers', ""Handtools (except motor vehicle, machinists' precision) merchant wholesalers"", 'Tacks merchant wholesalers']"
923120,"['Communicable disease program administration, public administration', 'Mental health program administration, public administration', ""Coroners' offices, public administration"", 'Public health program administration, nonoperating, public administration', 'Health program administration, public administration']"
4922,[]
4921,[]
2131,[]
52421,[]
53119,[]
53113,[]
52429,"['Claims adjusting, insurance', 'Insurance plan administrative services, third party', 'Insurance actuarial services', 'Insurance claims adjusting']"
53111,[]
445310,[]
9211,[]
423390,"['Flat glass merchant wholesalers', 'Prefabricated buildings (except wood) merchant wholesalers', 'Ornamental ironwork merchant wholesalers', 'Wire fencing and fencing accessories merchant wholesalers', 'Plate glass merchant wholesalers']"
711120,[]
441320,[]
237210,[]
444210,[]
327310,[]
622210,[]
4859,[]
4855,[]
4854,[]
4853,[]
4852,[]
4851,[]
112519,[]
112511,[]
112512,[]
33324,[]
444130,[]
611430,[]
48521,[]
53242,[]
53241,[]
53249,[]
33251,[]
713,[]
712,[]
711,[]
51731,"['Broadband Internet service providers, wired (e.g., cable, DSL)', 'Cable television distribution services', 'Cellular telephone services', 'Direct-to-home satellite system (DTH) services', 'Satellite television distribution systems', 'Telecommunications carriers, wired', 'VoIP service providers, using own operated wired telecommunications infrastructure', 'Wireless Internet service providers, except satellite', 'Wireless telecommunications carriers, except satellite', 'Wireless telephone communications carriers, except satellite']"
112990,"['Bird production (e.g., canaries, parakeets, parrots)', 'Laboratory animal production (e.g., rats, mice, guinea pigs)', 'Combination animal farming (except dairy, poultry)', 'Companion animals production (e.g., cats, dogs)', 'Worm production', 'Deer production', 'Llama production']"
7121,[]
332710,[]
33634,[]
33635,[]
33636,[]
33637,[]
33631,[]
33632,[]
33633,[]
33639,[]
9231,[]
522110,[]
814110,[]
541830,[]
3141,[]
54138,[]
561599,"['Condominium time-share exchange services', 'Ticket (e.g., airline, bus, cruise ship, sports, theatrical) offices', 'Reservation (e.g., airline, car rental, hotel, restaurant) services', 'Ticket (e.g., amusement, sports, theatrical) agencies', 'Road and travel services automobile clubs']"
54134,[]
3149,[]
54136,[]
54137,[]
316210,[]
54132,[]
54133,[]
322230,"['Computer paper, die-cut, made from purchased paper', 'Die-cut paper products for office use made from purchased paper or paperboard', 'Envelopes (i.e., mailing, stationery) made from any material', 'Stationery made from purchased paper', 'Tablets (e.g., memo, note, writing) made from purchased paper', 'Tapes (e.g., adding machine, calculator, cash register) made from purchased paper']"
5415,[]
238290,"['Automated and revolving door installation', 'Lightning protection equipment (e.g., lightning rod) installation', 'Boiler and pipe insulation installation', 'Machine rigging', 'Commercial-type door installation', 'Millwrights', 'Conveyor system installation', 'Overhead door, commercial- or industrial-type, installation', 'Dismantling large-scale machinery and equipment', 'Revolving door installation', 'Elevator installation', 'Satellite dish, household-type, installation', 'Escalator installation', 'Vacuum cleaning system, built-in, installation', 'Gasoline pump, service station, installation']"
5417,[]
5411,[]
5412,[]
