id,name,status,description,tags
1255,Master Production Schedule (MPS),active,"A master production schedule (MPS) is a plan for individual commodities to be produced in each time period such as production, staffing, inventory, etc. The MPS translates the customer demand (sales orders, PIR's), into a build plan using planned orders in a true component scheduling environment.",[]
1256,Customer Intelligence,active,"Customer intelligence (CI) is the process of gathering and analyzing information regarding customers, and their details and activities, to build deeper and more effective customer relationships and improve decision-making by vendors.",[]
1257,Market Opportunities Analysis,active,"Market opportunity analysis is a process to assess the attractiveness of a business opportunity. Often clients come to us with what they think is a great marketing or product idea. After we do some research we find out that while it's a great idea, they are late to the market so they missed the window of opportunity.",[]
1258,Market Measures Benchmarking,active,"Market measures aim to stabilise agricultural markets and prevent market crises from escalating (market intervention measures), boost demand and help EU agricultural sectors to better adapt to market changes.",[]
1259,CPQ,active,"Configure, price quote (CPQ) software is a term used in the business-to-business (B2B) industry to describe software systems that help sellers quote complex and configurable products.",[]
1260,Pricelists Management,active,"price management enables you to set up flexible product prices for different websites, customer groups, and customers. Assign prices for newly added products automatically.",[]
1261,Promotions Management,active,"A sales promotion Management is a very specific effort to promote a product or service to the masses, including your previous and potential customers. The promotion includes an offer to your customers to encourage them to purchase and try the product or service.",[]
1262,Custom Estimating / Bid Management,active,Bid management and Custom Estimating is the process by which the completion of PQQs and ITTs is managed.,[]
1263,Contracts & Proposal Management,active,"The Contracts Administrator/Proposal Manager will handle contract administration for government and commercial clients. This role will require a wide range of skills from Request for Proposal (RFP) review, client negotiations, to setting up projects in a cost accounting system. The position will handle pre-award, award, post-award, and contract close out including some subcontract administration and contract compliance.",[]
1264,Capable to Promise Management,active,Capable to promise (CTP) systems enable enterprises to commit to customer orders based on production/resource capacity (available or planned) and inventory (available or planned).,[]
1265,Workflow Management,active,"Workflow management is the coordination of tasks that make up the work an organization does. By 'workflow' we mean a sequence of tasks that are part of some larger task, and is sometimes synonymous with 'business process'.",[]
1266,Opportunity Management,active,"Opportunity management (OM) has been defined as ""a process to identify business and community development opportunities that could be implemented to sustain or improve the local economy"". driving opportunities.",[]
1267,Sales Funnel Management,active,A sales funnel is simply a pictorial representation of how a lead travels through the sales process in your organization. The process of overseeing this customer journey is called sales funnel management. Even the best salesperson may fail to meet their targets if they are not good at managing their sales funnel.,[]
1268,Customer Scorecard,active,"The Customer Scorecard is a view of your company's customer satisfaction, marketing and sales objectives, and performance. The scorecard's foundation is a strategy tree that comprises hierarchical nodes of strategy components.",[]
1269,S & OP,active,"Sales and operations planning (S&OP) is an integrated business management process through which the executive/leadership team continually achieves focus, alignment and synchronization among all functions of the organization.",[]
1270,Funnel Management,active,A sales funnel is simply a pictorial representation of how a lead travels through the sales process in your organization. The process of overseeing this customer journey is called sales funnel management. Even the best salesperson may fail to meet their targets if they are not good at managing their sales funnel.,[]
1271,Forecast Reporting,active,Creating forecasting custom report types is quick and easy. Use this table to find the forecasting report types that you can create.,[]
1272,Compensation Management,active,"Compensation management is the process of managing analyzing and determining the salary, incentives, and benefits each employee receives. Compensation managers aim to attract, retain, and engage employees by offering broad and competitive compensation plans within the company budget.",[]
1273,Sales Channel,active,"A sales channel is a means of selling to customers. This differs from a distribution channel that includes a means of delivering your obligations to a customer. In other words, a sales channel is about closing sales.",[]
1274,Aftermarket,active,"The market for replacement parts, accessories, and equipment for the care or enhancement of the original product, especially an automobile, after its sale to the consumer",[]
1275,Order Processing,active,"Order processing is the process or work-flow associated with the picking, packing and delivery of the packed items to a shipping carrier and is a key element of order fulfillment.",[]
1276,Reservation & Allocation Processing,active,"Reservation processing is achieved whereby suitable reservation prices are presented in accordance with the reservation request of a reservation seeker and the situation regarding earlier-arriving reservations, thereby enabling the reserver to reserve the product he or she desires.",[]
1277,EDI,active,Electronic data interchange is the computer-to-computer exchange of business documents in an electronic format between business partners.,[]
1278,Release Management,active,"Release Management is the process that handles software deployments and change initiatives. Across an organization, it schedules the relevant tasks (internal and external), assigns the physical and human resources needed to carry them out, and oversees the execution.",[]
1279,Returns and Reclamations,active,"Reclamation in the financial context generally refers to the right to demand a repayment of monies paid if there has been a bad delivery of a stock, security or a product.",[]
1280,Core Swaps,active,"Swap Core is a decentralized exchange protocol (DEP) for crosschain atomic swaps, based on HTLC.",[]
1281,Cold Storage,active,"Cold storage is an offline wallet used for storing bitcoins. With cold storage, the digital wallet is stored on a platform that is not connected to the internet, thereby protecting the wallet from unauthorized access, cyber hacks and other vulnerabilities to which a system that is connected to the internet is susceptible.",[]
1282,Clean Room Storage,active,"Clean space for storage of cleanroom garments, wipes, boots, tools and other supplies.",[]
1283,Caged Materials,active,Material type used for a cage has a significant influence on the suitability of a rolling bearing for a particular application.,[]
1284,Material Review Board (MRB),active,"Material Review Board (MRB) - A board consisting of authorized Supplier Quality and Engineering members necessary to review, evaluate and determine the proper disposition of nonconforming material referred to it. It is a system of recorded investigative checks done on failed components or processes to improve quality.",[]
1285,Warehouse Management System (WMS),active,"A warehouse management system (WMS) is software and processes that allow organizations to control and administer warehouse operations from the time goods or materials enter a warehouse until they move out. Operations in a warehouse include inventory management, picking processes and auditing.",[]
1286,WMS Lean Management,active,"Lean WM solely for processing goods receipts and goods issues. Using Lean WM, you process the warehouse movements in basically the same way as if using the Warehouse Management System",[]
1287,Constraints Planning,active,"The capability to plan and design constraints surrounding the utilization of materials, processes, etc",[]
1288,Planning & Scheduling,active,"A plan for carrying out a process or procedure related to manufacturing, giving lists of intended events and times.
",[]
1289,Critical Materials,active,"Critical minerals are mineral resources that are essential to the economy and whose supply may be disrupted. Today, many critical minerals are metals that are central to high-tech sectors. ",[]
1290,Eco R & D,active,"This study employs the term “green R&D,” which focuses on R&D activities for eco-innovation. When firms adopt eco-innovation with green R&D investment and activities, they attempt to improve productivity and efficiency and to reduce costs and environmental impacts.",[]
1291,Market Search,active,"Market research is an organized effort to gather information about target markets and . Market research. From Wikipedia, the free encyclopedia. Jump to navigation Jump to search. Type of business activity. ",[]
1292,Environmental Management Systems (EMS),active,An Environmental Management System (EMS) is a set of processes and practices that enable an organization to reduce its environmental impacts and increase its operating efficiency. ,[]
1293,CSR,active,"Corporate social responsibility (CSR) is a type of international private business self-regulation that aims to contribute to societal goals of a philanthropic, activist, or charitable nature by engaging in or supporting volunteering or ethically-oriented practices.",[]
1294,Product Eco-innovation,active,Innovative building products that reduce environmental impact and/or support a rational use of natural resources,[]
1295,Process Eco-innovation,active,"Eco-innovation is the development of products and processes that contribute to sustainable development, applying the commercial application of knowledge to elicit direct or indirect ecological improvements. ",[]
1296,GHG Intensity Management,active,"Greenhouse gas intensity is a ratio comparing the greenhouse gas (GHG) emissions of an activity or economic sector to the economic value it generates. In recent years, many countries have calculated the GHG intensity of their economic sectors as a basis for policy making.",[]
1297,Flaring Intensity Management,active,"Routine flaring, also known as Production flaring, is a method and current practice of disposing ... Generally, the near-term financial and risk management objectives of decision makers will determine the outcome.",[]
1298,Methane Emissions Intensity Management,active,"The intensity baseline, target and ambition are presented as percentage figures, which represent the volume of methane emissions for the upstream gas and oil sector as a percentage of the volume of the total gas marketed for the same upstream sector.",[]
1299,Carbon Capture,active,"Carbon capture involves trapping the carbon dioxide at its emission source, transporting it to a storage location (usually deep underground) and isolating it. This means we could potentially grab excess CO2 right from the power plant, creating greener energy.",[]
1300,Carbon Storage,active,"carbon storage is a complex method of capturing carbon dioxide emissions and storing them in coal seams, aquifers, depleted oil and gas reservoirs and other spaces deep under the surface of the Earth. Theoretically, this would prevent those gases from having an effect on climate.",[]
1301,Fossil Fuels Initiatives,active,"Fossil fuels are hydrocarbons, primarily coal, fuel oil or natural gas, formed from the remains of dead plants and animals. In common dialogue, the term fossil fuel also includes hydrocarbon-containing natural resources that are not derived from animal or plant sources.",[]
1302,Renewable Energies Initiatives,active,"renewable energy initiative aims to bring a billion people in from the dark. The Global Commission to End Energy Poverty met for the first time this week to set out plans to accelerate the UN's sustainable development goal to ensure access to affordable, reliable and sustainable energy for all people by 2030.",[]
1303,Water Conservation Initiatives,active,"Expanding the use of desalination units, increasing the use of recycled water and decentralising water infrastructure are all critical for us to be able to meet our needs. One of the most prominent techniques to conserve water is to promote renewable energies by granting subsidies on the wind and solar equipment.",[]
1304,Driverless Trucks,active,"Driverless trucks are trucks that can be “driven” without a driver under certain circumstances, such as permitting weather conditions, through the use of GPS and laser radar technology. This new idea is similar to autopilot for an aircraft. Flip the switch and let the computers operate the vehicle!",[]
1305,WMS Drones,active,"In warehouse management system (WMS) Drones are playing a central role in the intelligent automation of warehouse operations – given their ability to fly and hover autonomously, avoid obstacles, navigate indoors without GPS, land precisely on docking stations, operate in fleets and be remotely managed.",[]
1306,Fixed Asset Tooling,active,"Any tangible item not consumed within one accounting cycle (typically a year) and providing long term utility is referred to as a Fixed Asset. Examples of tangible items include tools, site development costs (pavement, curbing, light poles, even trees), structures and trucks.",[]
1307,Calibration Management,active,Is a software designed to schedule the calibration of instrumentation and maintenance requirements in all types of industrial settings. It also provides equipment managers with automated planning options that help reduce administration and management effort.,[]
1308,Customer Owned Tooling,active,"Meaning of Customer-Owned Tooling Has Changed. Used to mean who owned physical design, the foundry or the customer. Now it means who is responsible for the supply chain, regardless of the design flow used. The term Customer-Owned Tooling.",[]
1309,Vending Machines,active,"A vending machine is an automated machine that provides items such as snacks, beverages, cigarettes and lottery tickets to consumers after cash, a credit card, or a specially designed card is inserted into the machine.",[]
1310,Customer Owned Inventory,active,"Customer Owned Inventory means all raw materials, work-in-progress, finished goods, parts, supplies, components, and other inventories owned by a customer of the Business and held by the Seller on behalf of, for the benefit of or in trust for such customer pursuant to a Transferred Contract.",[]
1311,Vendor Managed Inventory,active,"Is an inventory management practice in which a supplier of goods, usually the manufacturer, is responsible for optimising the inventory held by a distributor. This policy can prevent stocking undesired inventories and hence can lead to an overall cost reduction.",[]
1312,Expensed/Shop Inventory,active,"Inventory carrying cost, or carrying costs, is an accounting term that identifies all business expenses related to holding and storing unsold goods",[]
1313,Perishable Tooling,active,"Perishable tools are expendable items in a tool inventory because of their size and the way they're used. They are expected to be consumed and discarded, unlike most other tools. Drill bits, cutters, reamers and sockets are common examples of perishable tools.",[]
1314,Predictive Maintenance Analysis,active,"Predictive maintenance techniques are designed to help determine the condition of in-service equipment in order to estimate when maintenance should be performed. This approach promises cost savings over routine or time-based preventive maintenance, because tasks are performed only when warranted.",[]
1315,Preventative Maintenance Shop Scheduling,active,Is work that is performed regularly (on a scheduled basis) in order to minimize the chance that a certain piece of equipment will fail and cause costly unscheduled downtime.,[]
1316,Shipping Containers,active,"A shipping container is a container with strength suitable to withstand shipment, storage, and handling. Shipping containers range from large reusable steel boxes used for intermodal shipments to the ubiquitous corrugated boxes.",[]
1317,Gaylords,active,"Is sometimes used for triplewall corrugated pallet boxes; this is due to the first bulk bins being manufactured by the original Gaylord Container Company of St. Louis, which was acquired by Crown Zellerbach of San Francisco in 1955.",[]
1318,Totes,active,Totes are commonly called as intermediate bulk containers.,[]
1319,Pallets,active,"Are specialized reusable durable packaging containers such as crates, totes, and cages as well as load carriers such as pallets, dollies, and shipping containers that are used to help package and transport your goods safely.",[]
1320,Product Usage Management,active,"Product management is an organisational function within a company dealing with new product development, business justification, planning, verification, forecasting, pricing, product launch, and marketing of a product or products at all stages of the product lifecycle.",[]
1321,Frame-Contract,active,"In the context of procurement, a framework agreement is an agreement between one or more businesses or organisations, ""the purpose of which is to establish the terms governing contracts to be awarded during a given period, in particular with regard to price and, where appropriate, the quantity envisaged",[]
1322,Contract Negotiations,active,Contract negotiation is the process of discussion between the parties to a contract to finalise the terms of the contract. Contract negotiation will usually involve some degree of compromise on both sides to achieve a final contract that is acceptable to all parties.,[]
1323,Violations & Breaches Management,active,"Violations or Breaches exist in multiple forms and can occur in the smallest and largest of organizations. The media often uses the terms violation, incident, and breach interchangeably when reporting upon compromised PHI. Each of these phrases, however, has its own distinct meaning.",[]
1324,Customer Risks,active,"Customer risk' in the present context refers to the money laundering risk associated with a particular customer from a bank's perspective. This risk is based on the risk perceptions associated with the parameters comprising a customer's profile, and the risk associated with the product and channel being used by him.",[]
1325,Customer Credit Management,active,"Customer Credit management is the process of granting credit, setting the terms it's granted on, recovering this credit when it's due, and ensuring compliance with company credit policy, among other credit related functions.",[]
1326,Customer Credit Monitoring,active,"Customer Credit monitoring is a service that alerts you whenever a change is made to one of your credit reports. Any suspicious credit-report change can be a sign of fraud, after all, and credit reports often contain errors that can cause rejection by a lender.",[]
1327,Classic Assembly Line,active,"A classic assembly line is the sort of manufacturing process early car manufacturers like Ford made memorable. This type of assembly line uses a number of steps, performed by different workers, to create a single product.",[]
1328,Automated Assembly Line,active,"An automated production line is a process that raw materials enter and finished products leave, with little or no human intervention.",[]
1329,Intermittent Assembly Line,active,"Intermittent assembly does not produce identical products. Although products are very similar, this type of manufacturing allows customization and variety.",[]
1330,Lean Assembly Line,active,A manufacturing process developed by mechanically moving the parts to the assembly work and moving the semi-finished assembly from work station to work station. This allows a finished product to be assembled faster and with less labor than by having workers carry parts to a stationary piece for assembly.,[]
1331,U-Shaped Assembly Line,active,Most writers describe the U-shaped production line as the special type of cellular manufacturing used in just-in-time (JIT) production systems. ,[]
1332,Team Production,active,"A production team is the group of technical staff who produce a play, television show, recording, or film",[]
1333,Cellular Manufacturing,active,"Cellular manufacturing is a process of manufacturing which is a subsection of just-in-time manufacturing and lean manufacturing encompassing group technology. The goal of cellular manufacturing is to move as quickly as possible, make a wide variety of similar products, while making as little waste as possible.",[]
1334,Modular Assembly,active,"In the modular assembly approach, a. manufacturer acquires pre-assembled modules from its suppliers, rather than the individual components, as in the traditional assembly approach.",[]
1335,Mechanical Assembly,active,"Mechanical assembly is the process of putting together components on an assembly line. In addition to this, it also refers to an assembled product or part made in this way. In either case, mechanical assembly carries the connotation of putting parts together, making a complete product to perform a function.",[]
1336,Weld Assembly,active,Welding assembly and welding structure would be part of fabrication/erection communicaiton but not standardized definition.,[]
1337,Spot Weld Assembly,active,Spot weld assembly finite element model to represent a spot weld in order to obtain the resultant forces and moments through the spot weld for fatigue life estimations.,[]
1338,Rivet Assembly,active,The rivet assembly is inserted into a hole drilled through the parts to be joined and a specially designed tool is used to draw the mandrel through the rivet.,[]
1339,Drilling,active,"Drilling means listening to a model, provided by the teacher, or a tape or another student, and repeating what is heard. This is a repetition drill, a technique that is still used by many teachers when introducing new language items to their students.",[]
1340,Milling,active,Milling is the process of machining using rotary cutters to remove material by advancing a cutter into a work piece.,[]
1341,Engraving,active,"Engraving is putting a design onto a hard, flat surface, by carving into it. The result may be a decorative piece in itself, as when silver, gold or steel are engraved, or may provide a printing plate of copper or another metal, for printing images on paper which are also called engravings.",[]
1342,Turning,active,"Turning is a form of machining, a material removal process, which is used to create rotational parts by cutting away unwanted material. The turning process requires a turning machine or lathe, workpiece, fixture, and cutting tool.",[]
1343,Deburring,active,"A burr is a raised edge or small piece of material that remains attached to a workpiece after a modification process. It is usually an unwanted piece of material and is removed with a deburring tool in a process called 'deburring'.",[]
1344,Cutting / Shearing,active,"Shearing, also known as die cutting, is a process which cuts stock without the formation of chips or the use of burning or melting. Strictly speaking, if the cutting blades are straight the process is called shearing; if the cutting blades are curved then they are shearing-type operations.",[]
1345,Stamping,active,Stamping (also known as pressing) is the process of placing flat sheet metal in either blank or coil form into a stamping press where a tool and die surface forms the metal into a net shape.,[]
1346,Forging,active,"Forging is a manufacturing process involving the shaping of a metal through hammering, pressing, or rolling. These compressive forces are delivered with a hammer or die. ",[]
1347,Extrusion,active,Extrusion is a metal forming process in which metal or work piece is forced to flow through a die to reduce its cross section or convert it into desire shape. This process is extensively used in pipes and steel rods manufacturing. The force used to extrude the work piece is compressive in nature.,[]
1348,Rolling,active,"In metalworking, rolling is a metal forming process in which metal stock is passed through one or more pairs of rolls to reduce the thickness and to make the thickness uniform. The concept is similar to the rolling of dough. Rolling is classified according to the temperature of the metal rolled.",[]
1349,Sheet Metal Working,active,"Sheet metal work is the process of metalworking that forms new products from various types of sheet metal. Once compressed, the sheet metal can be bent, drawn, cut, punched, or stretched. These processes are responsible for forming the metal into a different shape, surface, or size.",[]
1350,Rotary Swaging,active,Rotary swaging is a high-performance forging process for hollow and solid parts with an elongated axis. The process of rotary swaging utilizes two to six dies for radial forming while the workpiece is moved axially forward and/or backward.,[]
1351,Explosive Forming,active,An explosive forming is one of the techniques to form a metal plate using high shock pressure from the explosion. An explosive releases its energy instantly so that an extremely high pressure with short duration occurs at the instance of explosion.,[]
1352,Electromagnetic Forming,active,"Electromagnetic forming (EM forming or magneforming) is a type of high-velocity, cold forming process for electrically conductive metals, most commonly copper and aluminium.",[]
1353,MIG - Gas Metal Arc Welding (GMAW),active,"Gas metal arc welding (GMAW), sometimes referred to by its subtypes metal inert gas (MIG) welding or metal active gas (MAG) welding, is a welding process in which an electric arc forms between a consumable MIG wire electrode and the workpiece metal(s), which heats the workpiece metal(s), causing them to melt and join.",[]
1354,TIG - Gas Tungsten Arc Welding (GTAW),active,"In gas tungsten arc welding (GTAW), also called tungsten inert gas (TIG) welding, the electric arc is created between a non-consumable tungsten electrode and the parts to be joined. As in GMAW, inert gas shielding is used around the arc to protect the weld pool.",[]
1355,Stick - Shielded Metal Arc Welding (SMAW),active,"Shielded metal arc welding (SMAW), also known as manual metal arc welding (MMA or MMAW), flux shielded arc welding[1] or informally as stick welding, is a manual arc welding process that uses a consumable electrode covered with a flux to lay the weld.",[]
1356,Flux-Cored Arc Welding (FCAW),active,Flux-cored arc welding (FCAW or FCA) is a semi-automatic or automatic arc welding process.,[]
1357,Energy Beam Welding (EBW),active,Electron-beam welding (EBW) is a fusion welding process in which a beam of high-velocity electrons is applied to two materials to be joined. The workpieces melt and flow together as the kinetic energy of the electrons ,[]
1358,Atomic Hydrogen Welding (AHW),active,Atomic hydrogen welding (AHW) is an arc welding process that uses an arc between two tungsten electrodes in a shielding atmosphere of hydrogen.,[]
1359,Gas Tungsten-Arc Welding,active,"Gas tungsten arc welding (GTAW), also known as tungsten inert gas (TIG) welding, is an arc welding process that uses a non-consumable tungsten electrode to",[]
1360,Plasma Arc Welding,active,Plasma arc welding (PAW) is an arc welding process similar to gas tungsten arc welding (GTAW). Arc plasma is a temporary state of a gas. The gas gets ionized by electric current passing through it and it becomes a conductor of electricity.,[]
1361,Solvent Base,active,"Solvent-based paints are made up of liquefying agents that are meant to evaporate via a chemical reaction with oxygen. Typically, moving air surrounding a solvent-based coating will help to speed up the reaction, reducing drying times. These coatings have one major advantage over water-based coatings.",[]
1362,Waterborne,active,"Waterborne coatings use water as a solvent to disperse a resin, thus making these coatings eco-friendly and easy to apply. In most cases, waterborne coatings contain up to 80% water with small quantities of other solvents, such as glycol ethers.",[]
1363,Anti-Fouling,active,"Anti-fouling paint - a category of commercially available underwater hull paints (also known as bottom paints) - is a specialized category of coatings applied as the outer (outboard) layer to the hull of a ship or boat, to slow the growth and/or facilitate detachment of subaquatic organisms that attach to the hull and can affect a vessel's performance and durability",[]
1364,Powder Coat,active,"Powder coating is a dry coating process used as a metal finish mostly on industrial equipment. Powder coating is applied as dry powder through an electrostatic process, then cured with heat.",[]
1365,Annealing,active,Annealing is a heat treatment process that changes the physical and sometimes also the chemical properties of a material to increase ductility and reduce the hardness to make it more workable. The annealing process requires the material above its recrystallization temperature for a set amount of time before cooling.,[]
1366,Normalizing,active,Normalizing is a process in which a metal is heated to a temperature below its melting point and allowed to cool in air in order to make it more ductile. Normalizing is a process in which a metal is cooled in air after being heated in order to relieve stress.,[]
1367,Hardening,active,Hardening is a metallurgical metalworking process used to increase the hardness of a metal. The hardness of a metal is directly proportional to the uniaxial yield stress at the location of the imposed strain. A harder metal will have a higher resistance to plastic deformation than a less hard metal.,[]
1368,Tempering,active,"Tempering is a process of heat treating, which is used to increase the toughness of iron-based alloys. Tempering is usually performed after hardening, to reduce some of the excess hardness, and is done by heating the metal to some temperature below the critical point for a certain period of time, then allowing it to cool in still air.",[]
1369,Case Hardening,active,"Case-hardening or surface hardening is the process of hardening the surface of a metal object while allowing the metal deeper underneath to remain soft, thus forming a thin layer of harder metal (called the ""case"") at the surface.",[]
1370,Electroless Plating,active,"Electroless plating, also known as chemical plating or autocatalytic plating, is a class of industrial chemical processes that create metal coatings on various materials by autocatalytic chemical reduction of metal cations in a liquid bath.",[]
1371,Immersion Platting,active,"Immersion plating is the process of applying adhering layers of nobler metals to another metal's surface by dipping in a nobler metal solution ions to produce a replacement reaction. It causes the deposition of a metallic coating on a base metal from solutions that contain coating metal.",[]
1372,Carburizing,active,"Carburizing, also referred to as Case Hardening, is a heat treatment process that produces a surface which is resistant to wear, while maintaining toughness and strength of the core. This treatment is applied to low carbon steel parts after machining, as well as high alloy steel bearings, gears, and other components.",[]
1373,Physical Vapor Disposition,active,"Physical vapor deposition (PVD), sometimes (especially in single-crystal growth contexts) called physical vapor transport (PVT), describes a variety of vacuum deposition methods which can be used to produce thin films and coatings.",[]
1374,Plasma Spray Coating,active,"Plasma spray is a thermal spray coating process used to produce a high quality coating by a combination of high temperature, high energy heat source, a relatively inert spraying medium, usually argon, and high particle velocities.",[]
1375,Electroplating,active,"Electroplating is the process of applying a metal coating on another piece of metal (or another conductive surface) through an electro-deposition process. In electroplating, the deposited metal becomes part of the existing product with the plating/coating.",[]
1376,Reaction Injection Molding (RIM),active,"Reaction Injection Molding (RIM) is often utilized for the molding of strong, lightweight parts that are easily painted. The rigid materials used by Design Octaves come with a UL94V-0 rating for flammability.",[]
1377,Vacuum Forming,active,"Vacuum forming is a simplified version of thermoforming, where a sheet of plastic is heated to a forming temperature, stretched onto a single-surface mold, and forced against the mold by a vacuum. This process can be used to form plastic into permanent objects such as turnpike signs and protective covers.",[]
1378,Gorilla Marketing,active,"Guerrilla marketing is an advertisement strategy in which a company uses surprise and/or unconventional interactions in order to promote a product or service. It is a type of publicity. The term was popularized by Jay Conrad Levinson's 1984 book Guerrilla Marketing.",[]
1379,Dealer Management,active,"A Dealer Management System (DMS) is software that equips auto dealers with a suite of powerful tools. Get real-time insights, automate tasks, and turn data into profitable growth, all on a single platform built especially for auto dealerships.",[]
1380,3D Wireframe and Surface Modelling,active,"A wireframe model is a skeletal description of a 3D object. There are no surfaces in a wireframe model; it consists only of points, lines, and curves that describe the edges of the object. With AutoCAD you can create wireframe models by positioning 2D (planar) objects anywhere in 3D space.",[]
1381,2D CAD,active,"2D drafting and drawing is the process of creating and editing technical drawings, as well as annotating designs. Drafters use computer-aided design (CAD) software to develop floor plans, building permit drawings, building inspection plans and landscaping layouts.",[]
1382,Solid Modelling,active,Solid modeling (or modelling) is a consistent set of principles for mathematical and computer modeling of three-dimensional solids. Solid modeling is distinguished from related areas of geometric modeling and computer graphics by its emphasis on physical fidelity.,[]
1383,3D CAD,active,3D modeling or CAD (Computer Aided Design) allows engineers and designers to build realistic computer models of parts and assemblies. These models can be then 3D Printed or CNC machined as well as used to run complex simulations.,[]
1384,Document Control and Versioning,active,Document version control is the process of tracking and managing different versions (or drafts) of a document so you know which is the current iteration of a file.,[]
1385,Vaulting,active,"A Document Vault data room is a sophisticated tool for managing your documents online, offering the highest levels of security. It can be used for due diligence in a wide range of applications, from selling or buying a company, to selling or buying a property, to sharing information about customers and suppliers.",[]
1386,Engineering Change Request (ECR),active,An engineering change request (ECR) form is used to describe a suggested enhancement or fix to a product design. The form initiates the change process and promotes discussions within the engineering team to help determine the impact of a change and the best possible solution.,[]
1387,Engineering Change Order (ECO),active,"An engineering change order (ECO) is a document that specifies either new product design details or proposed changes to existing products. ECOs provide a list of all the components, assemblies, and other documents that are affected. ",[]
1388,Engineering Change Notification (ECN),active,An Engineering Change Notice (ECN) is a document authorizing and recording design changes throughout the prototyping and life-cycle phases of a product. ECN documentation contains the justification for changes made to a component or system once the initial design is complete.,[]
1389,Product Configurator,active,"A Product Configurator supports – as the name implies – the configuration of products based on components. Such components can include parts, combinable individual products, options or even services. They can be selected and combined with each other via the configurator. During the selection process, the properties of components are checked for compatibility. The checks are based on configuration rules accessible to the configurator. This means that the configuration rules define the number of configuration options.",[]
1390,Apparel Pricing Management,active,"The apparel industry consists of designers, manufacturers, distributors and retailers dealing in clothing and fashion accessories targeted at different consumer segments. Its many niches are mostly saturated, creating a fierce price competition among some brands and an equally fierce brand-image competition among others.",[]
1391,Speeds and Feeds Management,active,"At their core, interest rate swaps are a derivative instrument built on the premise of comparative advantage. ",[]
1392,Metals Estimator,active,"While this approach means less work for you, it also means you're likely not to have a pricing advantage over any of your competitors.",[]
1393,Catalog Management,active,"Catalog management is a process that enables brand suppliers to deliver quality product data across a full catalog of SKUs in a buyer's required format. Get the latest resources for digital success.",[]
1394,Portal Management,active,"The WebLogic Administration Portal lets you create and manage portal applications, portals, and portal components. Whether you are a portal administrator with far-reaching administrative responsibility managing multiple portal applications, or you are simply working with specific portal building blocks such as portlets, campaigns, or content you have flexibility for assembling and maintaining portals and portal resources.",[]
1395,Shopping Cart,active,"A shopping cart on an online retailer's site is a piece of software that facilitates the purchase of a product or service. It accepts the customer's payment and organizes the distribution of that information to the merchant, payment processor and other parties.",[]
1396,Managed Services,active,"Managed services is the practice of outsourcing the responsibility for maintaining, and anticipating need for, a range of processes and functions in order to improve operations and cut expenses.",[]
1397,Contracts Management,active,"Contract management is the process of managing contract creation, execution, and analysis to maximize operational and financial performance at an organization, all while reducing financial risk. Organizations encounter an ever-increasing amount of pressure to reduce costs and improve company performance.",[]
1398,Complaint Management,active,"complaint management describes the handling of customer complaints within a company. Criticism is supposed to be evaluated in a way that is systematic and orderly, and used to create a positive impact. It is also supposed to resolve the issue that prompted the customer's criticism.",[]
1399,Kaizen Initiatives,active,"Kaizen is a concept referring to business activities that continuously improve all functions and involve all employees from the CEO to the assembly line workers. By improving standardized programmes and processes, kaizen aims to eliminate waste (lean manufacturing).",[]
1400,Gemba Walks,active,The Gemba Walk is an opportunity for staff to stand back from their day-to-day tasks to walk the floor of their workplace to identify wasteful activities. The objective of Gemba Walk is to understand the value stream and its problems rather than review results or make superficial comments.,[]
1401,Six Sigma,active,"Six Sigma is a disciplined, data-driven approach and methodology for eliminating defects (driving toward six standard deviations between the mean and the nearest specification limit) in any process – from manufacturing to transactional and from product to service.",[]
1402,Inventory Reservation,active,Reservation is the process of holding inventory for a customer who shows the intent to buy it later. This ensures availability of the desired items for the customer during order capture. An order can be reserved against an existing inventory reservation or an attempt can be made to make new reservations for the order.,[]
1403,Loading and Shipping Documentation,active,"It is a legal transport document that is issued by the carrier of the goods. When the goods are loaded on board the vessel for export, the shipping line will issue a Bill of Lading to the shipper (exporter) to confirm proof of shipment.",[]
1404,Import / Export Management,active,Export indicates supplying goods or items from own country to other countries and import deals with the buying or getting in goods and products from different countries to one own country,[]
1405,MRO Products,active,"Industrial MRO refers to the maintenance, repair and operations of machinery and equipment used in an integrated supply chain management model.",[]
1406,Conflict Minerals,active,"Conflict minerals” is defined as columbite-tantalite, also known as coltan (from which tantalum is derived); cassiterite (tin); gold; wolframite (tungsten); or their derivatives; or any other mineral or its derivatives determined by the Secretary of State to be financing conflict in the Democratic Republic of the Congo or an adjoining country.
",[]
1407,Conflict Metals,active,"Critical minerals are mineral resources that are essential to the economy and whose supply may be disrupted. Today, many critical minerals are metals that are central to high-tech sectors. ",[]
1408,Hoses,active,"A hose is a long, flexible pipe made of rubber or plastic. Water is directed through a hose in order to do things such as put out fires, clean cars, or water gardens.",[]
1409,Industrial Coatings,active,"An industrial coating is a paint or coating defined by its protective, rather than its aesthetic properties, although it can provide both. The most common use of industrial coatings is for corrosion control of steel or concrete.",[]
1410,Precision Components,active,precision component manufacturers are inspected and tools such as SPC are used to ensure dimensional accuracy and adherence to your expectations of quality. Our precision components are used in a variety of products ranging from beer kegs to chemical hoses.,[]
1411,High-Tech Components,active,,[]
